06/02/20,44.7192,-73.7205,12912,0.2,62,49
06/03/20,44.7192,-73.7205,12912,0.07,62,52
06/05/20,44.7192,-73.7205,12915,0,83,54
06/06/20,44.7192,-73.7205,12915,0.45,84,61
06/01/20,44.913,-73.8223,12915,0,56,34
06/02/20,44.913,-73.8223,12915,0.01,64,37
06/03/20,44.913,-73.8223,12915,0.07,60,52
06/04/20,44.913,-73.8223,12915,0.01,76,51
06/05/20,44.913,-73.8223,12915,0,82,51
06/06/20,44.913,-73.8223,12915,0.68,75,54
06/07/20,44.913,-73.8223,12927,0.01,67,47
06/08/20,44.913,-73.8223,12927,0,69,45
06/01/20,44.3042,-73.9839,12927,0.01,46,31
06/02/20,44.3042,-73.9839,12927,0.05,55,38
06/03/20,44.3042,-73.9839,12927,0.08,60,44
06/04/20,44.3042,-73.9839,12927,0.24,58,51
06/05/20,44.3042,-73.9839,12927,0,75,52
06/06/20,44.3042,-73.9839,12927,0.06,81,56
06/07/20,44.3042,-73.9839,12928,0.42,74,44
06/08/20,44.3042,-73.9839,12928,0,62,39
06/01/20,44.8418,-74.306,12928,0.02,52,34
06/02/20,44.8418,-74.306,12928,0.03,58,42
06/03/20,44.8418,-74.306,12928,0.05,66,47
06/04/20,44.8418,-74.306,12928,0.01,62,52
06/05/20,44.8418,-74.306,12928,0,78,56
06/06/20,44.8418,-74.306,12928,0.32,85,61
06/07/20,44.8418,-74.306,12932,0.62,78,47
06/08/20,44.8418,-74.306,12932,0,68,45
06/01/20,44.56551,-73.57042,12932,0,59,37
06/02/20,44.56551,-73.57042,12932,0,62,36
06/03/20,44.56551,-73.57042,12932,0,60,48
06/04/20,44.56551,-73.57042,12932,0,81,49
06/05/20,44.56551,-73.57042,12932,0.08,87,54
06/06/20,44.56551,-73.57042,12932,0.38,86,61
06/07/20,44.56551,-73.57042,12972,0,68,47
06/08/20,44.56551,-73.57042,12972,0,73,51
06/01/20,44.38528,-74.20667,12972,0.03,54,26
06/02/20,44.38528,-74.20667,12972,0.06,63,31
06/03/20,44.38528,-74.20667,12972,0.31,59,51
06/04/20,44.38528,-74.20667,12972,0.03,77,53
06/05/20,44.38528,-74.20667,12972,0,81,48
06/06/20,44.38528,-74.20667,12972,0.59,74,51
06/07/20,44.38528,-74.20667,12977,0,63,36
06/08/20,44.38528,-74.20667,12977,0,67,32
06/01/20,44.2307,-74.4382,12977,0,48,31
06/02/20,44.2307,-74.4382,12977,0,57,37
06/03/20,44.2307,-74.4382,12977,0.07,63,46
06/04/20,44.2307,-74.4382,12977,0.05,63,46
06/05/20,44.2307,-74.4382,12977,0,79,54
06/06/20,44.2307,-74.4382,12977,0.11,83,59
06/07/20,44.2307,-74.4382,12983,0.5,75,47
06/08/20,44.2307,-74.4382,12983,0,64,39
06/01/20,42.9327,-76.5447,12983,0,59,43
06/02/20,42.9327,-76.5447,12983,0,70,45
06/03/20,42.9327,-76.5447,12983,0.17,65,54
06/04/20,42.9327,-76.5447,12983,0.14,76,55
06/05/20,42.9327,-76.5447,12983,0,89,56
06/06/20,42.9327,-76.5447,12983,0.12,86,64
06/07/20,42.9327,-76.5447,12985,0,78,53
06/08/20,42.9327,-76.5447,12985,0,69,47
06/01/20,42.7338,-76.6591,12985,0,52,44
06/02/20,42.7338,-76.6591,12985,0,67,47
06/03/20,42.7338,-76.6591,12985,0.24,68,57
06/04/20,42.7338,-76.6591,12985,0.05,74,58
06/05/20,42.7338,-76.6591,12985,0,85,62
06/06/20,42.7338,-76.6591,12985,0,85,67
06/07/20,42.7338,-76.6591,12986,0.03,76,53
06/08/20,42.7338,-76.6591,12986,0,68,48
06/01/20,43.2386,-76.1964,12986,0,62,43
06/02/20,43.2386,-76.1964,12986,0,65,45
06/03/20,43.2386,-76.1964,12986,0.17,62,52
06/04/20,43.2386,-76.1964,12986,0.03,73,51
